2738;3;STOP;2024-02-04 08:34:03.0000000;2024-02-04 08:39:12.0000000;0;5;2;1993
2738;3;STOP;2024-02-04 08:34:03.0000000;2024-02-04 08:39:12.0000000;0;70;2;1066
2738;3;STOP;2024-02-04 08:34:03.0000000;2024-02-04 08:39:12.0000000;0;84;1;1675
2751;1;STOP;2024-02-02 08:47:30.0000000;2024-02-02 08:48:39.0000000;1;20;3;1974
1137;3;STOP;2024-02-15 07:11:54.0000000;2024-02-15 07:15:15.0000000;2;17;3;1612
1137;3;STOP;2024-02-15 07:11:54.0000000;2024-02-15 07:15:15.0000000;2;89;1;1478
1137;3;STOP;2024-02-15 07:11:54.0000000;2024-02-15 07:15:15.0000000;2;91;1;1428
2365;1;STOP;2024-02-19 03:46:50.0000000;2024-02-19 03:48:22.0000000;3;5;3;1993
2365;1;STOP;2024-02-19 03:46:50.0000000;2024-02-19 03:48:22.0000000;3;35;3;1454
2365;1;STOP;2024-02-19 03:46:50.0000000;2024-02-19 03:48:22.0000000;3;81;1;1873
2365;1;STOP;2024-02-19 03:46:50.0000000;2024-02-19 03:48:22.0000000;3;87;3;982
2365;1;STOP;2024-02-19 03:46:50.0000000;2024-02-19 03:48:22.0000000;3;99;2;1557
441;1;STOP;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;10;3;860
441;1;STOP;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;16;3;750
441;1;STOP;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;77;3;968
441;1;STOP;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;86;3;670
441;1;STOP;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;96;1;464
1443;3;STOP;2024-02-19 02:07:03.0000000;2024-02-19 02:09:03.0000000;5;23;2;546
3786;1;STOP;2024-02-24 04:28:16.0000000;2024-02-24 04:28:59.0000000;6;96;2;464
1772;4;STOP;2024-02-13 08:44:16.0000000;2024-02-13 12:50:03.0000000;7;12;3;1447
1772;4;STOP;2024-02-13 08:44:16.0000000;2024-02-13 12:50:03.0000000;7;13;2;486
1772;4;STOP;2024-02-13 08:44:16.0000000;2024-02-13 12:50:03.0000000;7;26;1;1872
1772;4;STOP;2024-02-13 08:44:16.0000000;2024-02-13 12:50:03.0000000;7;69;3;1020
2527;4;STOP;2024-02-08 20:34:28.0000000;2024-02-08 20:39:08.0000000;8;69;1;1020
2527;4;STOP;2024-02-08 20:34:28.0000000;2024-02-08 20:39:08.0000000;8;79;1;1599
1011;4;STOP;2024-02-28 19:40:37.0000000;2024-02-28 19:43:48.0000000;9;18;3;1997
1011;4;STOP;2024-02-28 19:40:37.0000000;2024-02-28 19:43:48.0000000;9;48;2;256
332;2;STOP;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;18;3;1997
332;2;STOP;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;32;3;1754
332;2;STOP;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;37;1;1218
332;2;STOP;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;48;1;256
332;2;STOP;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;71;3;1378
940;2;STOP;2024-02-01 04:44:06.0000000;2024-02-01 04:46:24.0000000;11;33;3;1526
940;2;STOP;2024-02-01 04:44:06.0000000;2024-02-01 04:46:24.0000000;11;54;3;140
940;2;STOP;2024-02-01 04:44:06.0000000;2024-02-01 04:46:24.0000000;11;72;3;1089
1810;3;STOP;2024-02-01 06:33:50.0000000;2024-02-01 06:37:45.0000000;12;21;3;259
1810;3;STOP;2024-02-01 06:33:50.0000000;2024-02-01 06:37:45.0000000;12;57;1;1753
1810;3;STOP;2024-02-01 06:33:50.0000000;2024-02-01 06:37:45.0000000;12;88;1;1223
1810;3;STOP;2024-02-01 06:33:50.0000000;2024-02-01 06:37:45.0000000;12;98;3;1184
1288;2;STOP;2024-02-05 16:00:17.0000000;2024-02-05 16:02:40.0000000;13;43;2;923
1288;2;STOP;2024-02-05 16:00:17.0000000;2024-02-05 16:02:40.0000000;13;63;1;903
1288;2;STOP;2024-02-05 16:00:17.0000000;2024-02-05 16:02:40.0000000;13;69;1;1020
1288;2;STOP;2024-02-05 16:00:17.0000000;2024-02-05 16:02:40.0000000;13;84;2;1675
1288;2;STOP;2024-02-05 16:00:17.0000000;2024-02-05 16:02:40.0000000;13;93;3;1076
4098;4;STOP;2024-02-07 07:55:22.0000000;2024-02-07 08:00:19.0000000;14;2;1;833
4098;4;STOP;2024-02-07 07:55:22.0000000;2024-02-07 08:00:19.0000000;14;3;2;1120
4098;4;STOP;2024-02-07 07:55:22.0000000;2024-02-07 08:00:19.0000000;14;8;1;1497
4098;4;STOP;2024-02-07 07:55:22.0000000;2024-02-07 08:00:19.0000000;14;21;2;259
4098;4;STOP;2024-02-07 07:55:22.0000000;2024-02-07 08:00:19.0000000;14;64;1;1956
1502;2;STOP;2024-02-28 19:56:54.0000000;2024-02-28 19:59:18.0000000;15;16;3;750
1502;2;STOP;2024-02-28 19:56:54.0000000;2024-02-28 19:59:18.0000000;15;17;3;1612
1502;2;STOP;2024-02-28 19:56:54.0000000;2024-02-28 19:59:18.0000000;15;22;2;407
1502;2;STOP;2024-02-28 19:56:54.0000000;2024-02-28 19:59:18.0000000;15;30;2;818
1502;2;STOP;2024-02-28 19:56:54.0000000;2024-02-28 19:59:18.0000000;15;38;1;653
2343;1;STOP;2024-02-13 21:53:16.0000000;2024-02-13 21:53:16.0000000;16;14;3;189
2343;1;STOP;2024-02-13 21:53:16.0000000;2024-02-13 21:53:16.0000000;16;20;2;1974
2343;1;STOP;2024-02-13 21:53:16.0000000;2024-02-13 21:53:16.0000000;16;47;3;310
2343;1;STOP;2024-02-13 21:53:16.0000000;2024-02-13 21:53:16.0000000;16;88;2;1223
2477;4;STOP;2024-02-09 16:41:36.0000000;2024-02-09 16:44:42.0000000;17;24;1;1078
2477;4;STOP;2024-02-09 16:41:36.0000000;2024-02-09 16:44:42.0000000;17;87;3;982
1701;1;STOP;2024-02-01 09:04:49.0000000;2024-02-01 09:04:49.0000000;18;9;2;237
1701;1;STOP;2024-02-01 09:04:49.0000000;2024-02-01 09:04:49.0000000;18;31;2;1044
1701;1;STOP;2024-02-01 09:04:49.0000000;2024-02-01 09:04:49.0000000;18;45;3;567
1701;1;STOP;2024-02-01 09:04:49.0000000;2024-02-01 09:04:49.0000000;18;61;3;943
4000;3;STOP;2024-02-11 19:32:04.0000000;2024-02-11 19:33:56.0000000;19;2;3;833
967;2;STOP;2024-02-25 21:06:48.0000000;2024-02-25 21:06:48.0000000;20;1;3;1533
967;2;STOP;2024-02-25 21:06:48.0000000;2024-02-25 21:06:48.0000000;20;47;3;310
967;2;STOP;2024-02-25 21:06:48.0000000;2024-02-25 21:06:48.0000000;20;59;1;1779
967;2;STOP;2024-02-25 21:06:48.0000000;2024-02-25 21:06:48.0000000;20;83;1;851
4417;4;STOP;2024-02-26 05:22:18.0000000;2024-02-26 05:32:15.0000000;21;9;2;237
4417;4;STOP;2024-02-26 05:22:18.0000000;2024-02-26 05:32:15.0000000;21;11;2;338
